,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
62,A-2716662,2,2016-02-10 09:34:38,2016-02-10 15:34:38,41.035566,-81.569917,41.036015,-81.579895,0.521,At OH-619/Wooster Rd/Exit 17 - Accident.,,I-76 W,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-10 09:46:00,21.0,6.6,74.0,29.79,1.5,WSW,17.3,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
63,A-2716663,3,2016-02-10 10:18:13,2016-02-10 16:18:13,39.9239,-83.68767,39.93271,-83.61197,4.057,Between US-40/Exit 62 and OH-54/Exit 66 - Accident.,,E National Rd,R,South Charleston,Clark,OH,45368,US,US/Eastern,KSGH,2016-02-10 10:15:00,15.8,0.3,79.0,29.94,2.0,WSW,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
64,A-2716664,2,2016-02-10 10:21:52,2016-02-10 16:21:52,41.851914,-80.175232,41.858231,-80.176444,0.441,At US-6/Exit 166 - Accident.,,I-79 N,R,Edinboro,Erie,PA,16412,US,US/Eastern,KERI,2016-02-10 10:16:00,24.1,12.5,77.0,29.72,0.8,West,12.7,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
65,A-2716665,2,2016-02-10 10:47:49,2016-02-10 16:47:49,39.93849,-82.84849,39.89923,-82.90135,3.899,Between I-70/US-40/Main St/Exit 43 and US-33/Exit 46 - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-10 10:51:00,17.1,3.0,77.0,29.96,1.5,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
66,A-2716666,2,2016-02-10 11:09:08,2016-02-10 17:09:08,38.96943,-80.1096,39.00263,-80.22647,6.683,At Talbott Rd - Accident.,,US-33 E,R,Buckhannon,Upshur,WV,26201,US,US/Eastern,KW22,2016-02-10 11:15:00,15.8,,79.0,29.87,6.0,Calm,,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
67,A-2716667,2,2016-02-10 11:09:08,2016-02-10 17:09:08,39.00248,-80.22624,38.96911,-80.11072,6.619,At Talbott Rd - Accident.,,US-33 E,R,Buckhannon,Upshur,WV,26201,US,US/Eastern,KW22,2016-02-10 11:15:00,15.8,,79.0,29.87,6.0,Calm,,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
68,A-2716668,2,2016-02-10 11:55:16,2016-02-10 17:55:16,41.66805,-83.57063,41.66553,-83.56532,0.325,At US-24/Detroit Ave/Exit 203 - Accident.,,I-75 S,R,Toledo,Lucas,OH,43606,US,US/Eastern,KDUH,2016-02-10 11:55:00,21.9,12.5,68.0,29.87,10.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
69,A-2716669,2,2016-02-10 12:54:39,2016-02-10 18:54:39,41.48339,-81.66297,41.47692,-81.66075,0.462,At I-490/Exit 161 - Accident.,3937.0, Iron Ct,L,Cleveland,Cuyahoga,OH,44115,US,US/Eastern,KBKL,2016-02-10 12:53:00,24.1,7.1,75.0,29.82,2.0,West,28.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
70,A-2716670,3,2016-02-10 13:34:10,2016-02-10 19:34:10,41.50127,-81.4804,41.50311,-81.47745,0.199,At Brainard Rd/Cedar Rd/Exit 32 - Accident.,,I-271 N,R,Cleveland,Cuyahoga,OH,44124,US,US/Eastern,KCGF,2016-02-10 13:45:00,24.8,11.9,80.0,29.8,1.5,West,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
71,A-2716671,4,2016-02-10 13:59:39,2016-02-10 19:59:39,39.789093,-82.989106,39.72395,-82.9867,4.503,Closed between OH-762/Duvall Rd and OH-752 - Road closed due to accident.,9935.0, US Highway 23,R,Lockbourne,Franklin,OH,43137-9656,US,US/Eastern,KLCK,2016-02-10 13:55:00,18.0,2.6,81.0,29.95,1.5,West,17.3,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
72,A-2716672,4,2016-02-10 14:57:58,2016-02-10 20:57:58,41.67073,-81.24561,41.71039,-81.17253,4.661,Closed between OH-44/Exit 200 and Vrooman Rd/Exit 205 - Road closed due to accident.,,I-90 E,R,Painesville,Lake,OH,44077,US,US/Eastern,KCGF,2016-02-10 14:45:00,19.4,5.0,86.0,29.82,3.0,WNW,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
73,A-2716673,4,2016-02-10 14:59:15,2016-02-10 20:59:15,41.70846,-81.17636,41.66819,-81.25265,4.82,Closed between Vrooman Rd/Exit 205 and OH-44/Exit 200 - Road closed due to accident.,,I-90 W,R,Painesville,Lake,OH,44077,US,US/Eastern,KCGF,2016-02-10 14:45:00,19.4,5.0,86.0,29.82,3.0,WNW,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
74,A-2716674,2,2016-02-10 15:31:15,2016-02-10 21:31:15,41.44246,-81.78485,41.4453,-81.77379,0.606,At 130th St/Bellaire Rd/Exit 242 - Accident. in the right lane.,,I-71 N,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-10 15:35:00,21.9,11.0,63.0,29.86,5.0,West,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
75,A-2716675,2,2016-02-10 15:31:15,2016-02-10 21:31:15,39.77128,-84.1923,39.76697,-84.19893,0.461,At OH-48/Grand Ave/Exit 54 - Accident. in the right lane.,,I-75 S,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-02-10 15:56:00,16.0,-0.4,65.0,30.03,10.0,West,18.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
76,A-2716676,2,2016-02-10 15:31:15,2016-02-10 21:31:15,41.50499,-81.47417,41.49859,-81.48381,0.667,At Brainard Rd/Cedar Rd/Exit 32 - Accident. in the right lane.,,Outerbelt East Fwy S,R,Cleveland,Cuyahoga,OH,44124,US,US/Eastern,KCGF,2016-02-10 15:45:00,21.2,7.3,74.0,29.83,7.0,NNW,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
77,A-2716677,4,2016-02-10 16:06:41,2016-02-10 22:06:41,40.109653,-80.2029,40.020034,-80.175188,6.363,Closed between US-19/Exit 30 and Ten Mile Rd/Exit 23 - Road closed due to accident.,,I-79 S,R,Washington,Washington,PA,15301,US,US/Eastern,KAFJ,2016-02-10 16:15:00,19.4,6.6,74.0,29.84,3.0,SW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
78,A-2716678,2,2016-02-10 17:01:25,2016-02-10 23:01:25,38.38852,-81.7687,38.39031,-81.76928,0.128,At WV-25/Exit 50 - Accident.,,I-64 W,R,Dunbar,Kanawha,WV,25064,US,US/Eastern,KCRW,2016-02-10 16:54:00,21.0,7.6,57.0,30.02,9.0,West,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
79,A-2716679,2,2016-02-10 17:30:32,2016-02-10 23:30:32,41.03572,-81.57809,41.04078,-81.61203,1.803,Between OH-619/Wooster Rd/Exit 17 and Barber Rd/Exit 16 - Accident. in the left lane.,,N Wooster Rd,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-10 17:36:00,19.9,11.1,81.0,29.86,3.0,West,6.9,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
80,A-2716680,2,2016-02-10 21:05:16,2016-02-11 03:05:16,41.47487,-81.72095,41.47442,-81.71182,0.474,At 41st St/Exit 169 - Accident. in the right lane.,,I-90 E,R,Cleveland,Cuyahoga,OH,44102,US,US/Eastern,KBKL,2016-02-10 21:05:00,21.9,4.8,68.0,29.92,1.8,West,26.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
81,A-2716681,4,2016-02-11 05:25:17,2016-02-11 11:25:17,41.62845,-84.80559,41.62873,-84.80369,0.1,Closed at Ohio/Indiana State Line - Road closed due to accident.,,I-90 E,R,Angola,Steuben,IN,46703,US,US/Eastern,KANQ,2016-02-11 05:35:00,12.2,6.1,92.0,30.09,9.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
82,A-2716682,4,2016-02-11 05:25:17,2016-02-11 11:25:17,41.62894,-84.80373,41.62866,-84.80562,0.1,Closed at I-69/US-27/Exit 144 - Road closed due to accident.,,I-80 W,R,Edon,Williams,OH,43518,US,US/Eastern,KANQ,2016-02-11 05:35:00,12.2,6.1,92.0,30.09,9.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
83,A-2716683,3,2016-02-11 05:35:40,2016-02-11 11:35:40,41.16102,-81.78573,41.15666,-81.78646,0.304,At I-271/Exit 220 - Accident.,,I-71 S,R,Medina,Medina,OH,44256,US,US/Eastern,KCLE,2016-02-11 05:51:00,14.0,0.5,56.0,30.14,9.0,NW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
84,A-2716684,4,2016-02-11 06:25:19,2016-02-11 12:25:19,41.628232,-84.808858,41.735609,-84.982632,11.638,Closed between Indiana/Ohio State Line and I-69/US-27/Exit 144 - Road closed due to accident.,,I-80 W,R,Angola,Steuben,IN,46703,US,US/Eastern,KANQ,2016-02-11 06:35:00,12.2,4.3,92.0,30.12,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
85,A-2716685,4,2016-02-11 06:25:19,2016-02-11 12:25:19,41.62986,-84.76619,41.62866,-84.80562,2.038,Closed between OH-49/Exit 2 and Indiana/Ohio State Line - Road closed due to accident.,,I-80 W,R,Edon,Williams,OH,43518,US,US/Eastern,KANQ,2016-02-11 06:35:00,12.2,4.3,92.0,30.12,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
86,A-2716686,2,2016-02-11 06:26:40,2016-02-11 12:26:40,39.74729,-84.21426,39.74876,-84.20146,0.688,At I-75 - Accident.,534.0, S Broadway St,L,Dayton,Montgomery,OH,45417-3466,US,US/Eastern,KDAY,2016-02-11 05:56:00,7.0,-5.7,87.0,30.22,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
87,A-2716687,2,2016-02-11 06:35:24,2016-02-11 12:35:24,41.42099,-81.69052,41.411,-81.66885,1.318,At OH-176/OH-17/Exit 17 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-11 06:53:00,17.1,-0.3,59.0,30.12,10.0,NW,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
88,A-2716688,3,2016-02-11 06:53:49,2016-02-11 12:53:49,41.42318,-81.84674,41.42192,-81.8429,0.217,At Grayton Rd/Exit 9 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-11 06:51:00,14.0,-2.0,56.0,30.16,9.0,NW,16.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
89,A-2716689,3,2016-02-11 06:53:49,2016-02-11 12:53:49,38.79691,-84.48273,38.80878,-84.49638,1.101,Between Crittenden and Visalia - Accident.,15983.0, Madison Pike,R,De Mossville,Pendleton,KY,41033-9698,US,US/Eastern,KCVG,2016-02-11 06:52:00,12.0,4.1,77.0,30.24,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
90,A-2716690,3,2016-02-11 06:53:49,2016-02-11 12:53:49,38.80878,-84.49638,38.79691,-84.48273,1.101,Between Visalia and Crittenden - Accident.,,Madison Pike,R,De Mossville,Kenton,KY,41033,US,US/Eastern,KCVG,2016-02-11 06:52:00,12.0,4.1,77.0,30.24,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
91,A-2716691,3,2016-02-11 07:22:41,2016-02-11 13:22:41,38.30155,-85.85499,38.30011,-85.84846,0.368,At I-265/Exit 121 - Accident.,,US-150 E,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,2016-02-11 06:53:00,21.0,12.4,60.0,30.27,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
92,A-2716692,2,2016-02-11 07:20:03,2016-02-11 13:20:03,38.33667,-81.65623,38.33614,-81.65623,0.037,Between Smith Rd and Tennis Club Rd - Accident.,207.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2347,US,US/Eastern,KCRW,2016-02-11 06:54:00,16.0,5.3,59.0,30.22,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
93,A-2716693,2,2016-02-11 07:20:03,2016-02-11 13:20:03,38.33614,-81.65623,38.33667,-81.65623,0.037,Between Tennis Club Rd and Smith Rd - Accident.,201.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2335,US,US/Eastern,KCRW,2016-02-11 06:54:00,16.0,5.3,59.0,30.22,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
94,A-2716694,2,2016-02-11 07:29:07,2016-02-11 13:29:07,41.0961,-81.58593,41.10186,-81.59001,0.451,At White Pond Dr/Mull Ave/Exit 132 - Accident.,,I-77 N,R,Akron,Summit,OH,44320,US,US/Eastern,KAKR,2016-02-11 07:28:00,12.0,0.5,80.0,30.08,2.0,West,8.1,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
95,A-2716695,3,2016-02-11 07:45:24,2016-02-11 13:45:24,41.12155,-85.18716,41.119121,-85.189639,0.212,At US-30/US-33/IN-930/Exit 109 - Accident.,,US-30 E,R,Fort Wayne,Allen,IN,46808,US,US/Eastern,KFWA,2016-02-11 07:54:00,15.1,4.2,70.0,30.25,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
96,A-2716696,3,2016-02-11 07:45:23,2016-02-11 13:45:23,38.829993,-80.667067,38.806587,-80.662776,1.634,At US-19/Exit 67 - Accident.,,I-79 S,R,Burnsville,Braxton,WV,26335,US,US/Eastern,K48I,2016-02-11 07:53:00,12.0,-3.0,73.0,28.83,10.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
97,A-2716697,2,2016-02-11 07:47:57,2016-02-11 13:47:57,40.05642,-83.03097,40.05456,-83.03166,0.134,At Henderson Rd - Accident.,,Olentangy Fwy S,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-11 07:53:00,9.0,-3.2,84.0,30.24,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
98,A-2716698,2,2016-02-11 07:47:57,2016-02-11 13:47:57,41.37717,-81.5139,41.36828,-81.51647,0.629,At Broadway Ave/Forbes Rd/Exit 23 - Accident.,,I-480 E,R,Bedford,Cuyahoga,OH,44146,US,US/Eastern,KBKL,2016-02-11 07:53:00,18.0,-0.5,57.0,30.14,10.0,WNW,26.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
99,A-2716699,2,2016-02-11 07:58:15,2016-02-11 13:58:15,39.17397,-84.49031,39.1765,-84.48757,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 07:53:00,15.1,9.4,68.0,30.31,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
100,A-2716700,2,2016-02-11 08:28:42,2016-02-11 14:28:42,39.75513,-84.16614,39.75424,-84.15598,0.543,At Steve Whalen Blvd - Accident.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-11 08:58:00,9.1,-0.7,83.0,30.3,10.0,South,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
101,A-2716701,2,2016-02-11 08:40:21,2016-02-11 14:40:21,39.17397,-84.49031,39.1765,-84.48757,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 08:53:00,17.1,10.0,62.0,30.33,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
102,A-2716702,2,2016-02-11 08:42:57,2016-02-11 14:42:57,41.12624,-81.65299,41.11921,-81.63658,0.983,Between OH-21/Exit 136 and Cleveland Massillon Rd/Exit 135 - Accident.,,I-77 S,R,Akron,Summit,OH,44321,US,US/Eastern,KAKR,2016-02-11 08:54:00,12.0,-4.0,77.0,30.17,9.0,West,15.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
103,A-2716703,2,2016-02-11 08:47:51,2016-02-11 14:47:51,38.33667,-81.65623,38.33667,-81.65623,0.0,At Smith Rd - Accident.,207.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2347,US,US/Eastern,KCRW,2016-02-11 08:54:00,17.1,8.7,56.0,30.28,10.0,West,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
104,A-2716704,2,2016-02-11 08:50:25,2016-02-11 14:50:25,41.10389,-81.5,41.10123,-81.50007,0.184,At OH-261/E Tallmadge Ave - Accident.,,OH-59 S,R,Akron,Summit,OH,44310,US,US/Eastern,KAKR,2016-02-11 08:54:00,12.0,-4.0,77.0,30.17,9.0,West,15.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
105,A-2716705,2,2016-02-11 09:06:59,2016-02-11 15:06:59,39.16417,-84.45275,39.16359,-84.44952,0.178,At US-22/OH-3/OH-561 - Accident.,,Norwood Lateral Expy E,R,Cincinnati,Hamilton,OH,45212,US,US/Eastern,KLUK,2016-02-11 08:53:00,17.1,10.0,62.0,30.33,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
106,A-2716706,2,2016-02-11 09:37:48,2016-02-11 15:37:48,40.11184,-83.00883,40.1123,-83.03781,1.532,Between US-23/Exit 23 and OH-315/Olentangy Riv Rd/Exit 22 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-11 09:53:00,15.1,7.7,77.0,30.28,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
107,A-2716707,2,2016-02-11 09:41:40,2016-02-11 15:41:40,38.31922,-85.75302,38.32946,-85.75373,0.709,At US-31/IN-131/Exit 4 - Accident.,,I-65 N,R,Clarksville,Clark,IN,47129,US,US/Eastern,KLOU,2016-02-11 09:53:00,23.0,,55.0,30.34,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
108,A-2716708,3,2016-02-11 10:33:42,2016-02-11 16:33:42,39.09881,-84.50801,39.10414,-84.50438,0.417,At US-50/Exit 1 - Accident.,,I-71 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-02-11 10:53:00,19.0,13.9,62.0,30.35,10.0,SSE,3.5,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,True,False,False,Day,Day,Day,Day
109,A-2716709,3,2016-02-11 10:33:42,2016-02-11 16:33:42,41.473859,-81.708409,41.47391,-81.703564,0.251,Between 41st St/Exit 169 and I-71/I-90/OH-176/Exit 170 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-11 10:53:00,19.0,2.0,62.0,30.2,9.0,WNW,23.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
110,A-2716710,2,2016-02-11 11:42:07,2016-02-11 17:42:07,41.039988,-81.565332,41.039994,-81.565332,0.0,At Exit 18 - Accident.,,I-76 W,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-11 11:54:00,16.0,1.7,74.0,30.22,2.0,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
111,A-2716711,3,2016-02-11 12:02:32,2016-02-11 18:02:32,41.73565,-84.99082,41.73569,-84.99399,0.163,At I-69/US-27/Exit 144 - Accident.,,I-80 W,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,2016-02-11 11:55:00,17.6,9.3,63.0,30.23,10.0,NW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
112,A-2716712,2,2016-02-11 11:58:42,2016-02-11 17:58:42,39.26566,-84.43965,39.27422,-84.44023,0.592,At Sharon Rd/Exit 15 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45241,US,US/Eastern,KHAO,2016-02-11 11:53:00,21.0,13.4,48.0,30.35,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
113,A-2716713,2,2016-02-11 12:12:31,2016-02-11 18:12:31,41.46981,-81.81104,41.4716,-81.81916,0.438,At McKinley Ave/Exit 164 - Accident.,,Northwest Fwy W,R,Lakewood,Cuyahoga,OH,44107,US,US/Eastern,KCLE,2016-02-11 11:51:00,16.0,2.3,71.0,30.26,2.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
114,A-2716714,2,2016-02-11 13:25:43,2016-02-11 19:25:43,41.25666,-81.63157,41.25666,-81.63157,0.0,At OH-21/Brecksville Rd/Exit 145 - Accident.,,OH-21 N,R,Richfield,Summit,OH,44286,US,US/Eastern,KCLE,2016-02-11 13:31:00,17.1,5.0,71.0,30.22,2.0,West,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
115,A-2716715,2,2016-02-11 13:30:58,2016-02-11 19:30:58,40.58919,-80.09885,40.58919,-80.09885,0.0,At I-279/Exit 72 - Accident.,2400.0, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,2016-02-11 13:51:00,16.0,-1.7,54.0,30.21,10.0,West,21.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
116,A-2716716,2,2016-02-11 13:56:40,2016-02-11 19:56:40,41.06356,-81.49078,41.06203,-81.504711,0.733,Between Arlington St and I-77/OH-8/Exit 23 - Accident.,332.0, S Arlington St,R,Akron,Summit,OH,44306-1332,US,US/Eastern,KAKR,2016-02-11 13:54:00,19.0,3.2,52.0,30.21,10.0,WNW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
117,A-2716717,2,2016-02-11 13:56:40,2016-02-11 19:56:40,41.06218,-81.50595,41.06247,-81.51023,0.224,At I-77/OH-8/Exit 23 - Accident.,,I-76 W,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-02-11 13:54:00,19.0,3.2,52.0,30.21,10.0,WNW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
118,A-2716718,2,2016-02-11 14:53:15,2016-02-11 20:53:15,39.17736,-84.4873,39.1737,-84.49092,0.319,At OH-562/Exit 7 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 14:53:00,25.0,18.1,46.0,30.32,10.0,WNW,5.8,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
119,A-2716719,2,2016-02-11 15:08:42,2016-02-11 21:08:42,38.33956,-81.60992,38.34442,-81.61366,0.392,At US-114/Greenbrier St/Exit 99 - Accident.,,I-77 N,R,Charleston,Kanawha,WV,25311,US,US/Eastern,KCRW,2016-02-11 14:54:00,23.0,15.8,42.0,30.26,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
120,A-2716720,2,2016-02-11 15:34:43,2016-02-11 21:34:43,41.47889,-81.6934,41.4743,-81.69724,0.374,At I-71/I-90/OH-176/Exit 170 - Accident. in the right lane.,,I-71 S,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-11 15:53:00,19.9,3.2,60.0,30.26,9.0,NW,23.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
121,A-2716721,2,2016-02-11 16:56:28,2016-02-11 22:56:28,40.58919,-80.09885,40.58919,-80.09885,0.0,At I-279/Exit 72 - Accident.,2400.0, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,2016-02-11 16:51:00,17.1,1.5,50.0,30.27,10.0,West,17.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
122,A-2716722,2,2016-02-11 17:02:59,2016-02-11 23:02:59,41.41119,-81.64414,41.41367,-81.64345,0.175,Ramp to Exit 155 - Accident.,,I-77 N,R,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,2016-02-11 16:53:00,19.9,6.2,60.0,30.27,9.0,WNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
123,A-2716723,2,2016-02-11 17:15:22,2016-02-11 23:15:22,39.24907,-84.44562,39.25414,-84.44331,0.371,At OH-126/Exit 14 - Accident. in the middle lane.,,I-75 N,R,Cincinnati,Hamilton,OH,45215,US,US/Eastern,KLUK,2016-02-11 16:53:00,25.0,18.1,41.0,30.35,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
124,A-2716724,2,2016-02-11 17:15:22,2016-02-11 23:15:22,39.28775,-84.40073,39.29005,-84.39123,0.532,At US-42/Exit 46 - Accident. in the middle lane.,,I-275 E,R,Cincinnati,Hamilton,OH,45241,US,US/Eastern,KHAO,2016-02-11 16:53:00,25.0,19.3,41.0,30.35,10.0,NW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
